Region|Area|Sales Area|Cluster|Micro Cluster|MPC Code|SPV Code|SPV Name|CSO Code|CSO Name|PJP Plan Id|PJP Plan name|PJP start date|PJP end date|PJP created by|PJP creation date|PJP Frequency|PJP Modify Date|PJP Status|Outlet Code|Plan Date|Plan Day
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCAN002|Vineetha ||||||||||17046676||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|vdlr|||VCAN002|Vineetha ||||||||||17046680||
Central and West Java|CENTRAL JAVA1|KUDUS|Test Cluster|Test MicorCluster|4422||||||||||||||9877||
Central and West Java|CENTRAL JAVA1|KUDUS|Test Cluster|Test MicorCluster|Rdealer|RSPV3|RSPV3 |RCAN5|Rcan5 Rcan||||||||||OutletNew100||
Central and West Java|CENTRAL JAVA1|KUDUS|Test Cluster|Test MicorCluster|Rdealer|RSPV3|RSPV3 |RCAN5|Rcan5 Rcan||||||||||OutLetNew101||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||SAT10||||||||||||||17046690||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||SAT10||||||||||||||17046691||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046692||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046693||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046694||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046695||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046696||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046697||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046698||
Central and West Java|CENTRAL JAVA1|KUDUS|Test Cluster|Test MicorCluster|Rdealer|RSPV3|RSPV3 |RCAN5|Rcan5 Rcan||||||||||NewTestOut||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046699||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046700||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046701||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046702||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046704||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046705||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCANNEW|VcanNew ||||||||||17046706||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||RDEALER||||||||||||||outlet000||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|||CANVASSERTWO|canvassertwo ||||||||||outlet222||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||outlet17121||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||outlet17122||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||outlet17123||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||CAN27|CAN27 ||||||||||outlet2712||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|vdlr|||CAN27|CAN27 ||||||||||outlet27121||
Central and West Java|CENTRAL JAVA1|KUDUS|Test Cluster|Test MicorCluster|vdlr|RSPV2|RSPV2 |CAN122700|CAN122700 ||||||||||outlet27122||
Central and West Java|CENTRAL JAVA1|KUDUS|Test Cluster|Test MicorCluster|vdlr|RSPV2|RSPV2 |CAN122700|CAN122700 ||||||||||Venkatesh||
Jabotabek|BOTABEK|BOGOR|||org1001||||||||||||||Retailer190||
Jabotabek|BOTABEK|BOGOR|||282020||||||||||||||RetailJan28||
Jabotabek|BOTABEK|BOGOR|||282020||||||||||||||jan28||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Ret29jan2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
Jabotabek|BOTABEK|BOGOR|||29Jan2020||||||||||||||Retailer2020||
